Category,Address,Municipality,Price,Tenant,Land Use,Land Area,Sub Type,Event Date,Vendor,Vendor Signing Officer,Vendor Address,Purchaser,Purchaser Signing Officer,Purchaser Address,Mortgage Type 1,Primary Lender 1,Secondary Lender 1,Tertiary Lender 1,Interest Rate 1,Principal Amount 1,Calculation Period 1,Payment Frequency 1,Payment Amount 1,Commencement Date 1,Maturity Date 1,Instrument Date 1,See Remarks 1,Mortgage Type 2,Primary Lender 2,Secondary Lender 2,Tertiary Lender 2,Interest Rate 2,Principal Amount 2,Calculation Period 2,Payment Frequency 2,Payment Amount 2,Commencement Date 2,Maturity Date 2,Instrument Date 2,See Remarks 2,Mortgage Type 3,Primary Lender 3,Secondary Lender 3,Tertiary Lender 3,Interest Rate 3,Principal Amount 3,Calculation Period 3,Payment Frequency 3,Payment Amount 3,Commencement Date 3,Maturity Date 3,Instrument Date 3,See Remarks 3,Mortgage Type 4,Primary Lender 4,Secondary Lender 4,Tertiary Lender 4,Interest Rate 4,Principal Amount 4,Calculation Period 4,Payment Frequency 4,Payment Amount 4,Commencement Date 4,Maturity Date 4,Instrument Date 4,See Remarks 4
Office,9 Price Street,Old Toronto,"$12,000,000 ",Single Tenant,,,,6/4/2019,Serendipity Point Films (Serendipity Point Developments Inc.),"Aida Tannyan, ASO", 9 Price Street    -   1998-11-24,ProWinko (9 Price Street Property Inc.)  - Private Investor - Canadian,"Ijsbrand Rekers, ASO","1200 Bay Street, Suite 813, Toronto, ON, M5R 2A5",VTB,Vendor Financed,,,3.0% per annum,"$7,750,000.00 ",Monthly,Monthly,,6/30/2019,5/31/2022,6/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,194 King Street West,Oshawa,"$1,178,000 ",Multi Tenant,,,Medical Office Building,6/3/2019,An individual(s) acting in his/her own capacity,,"Nihad Ali-Ridha, ASO",Ringwood Estates Ltd.  - User,"Nihad Ali-Ridha, ASO","194 King Street West, Oshawa, Ontario, L1J 2J2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,1059 McNicoll Avenue,Scarborough,"$1,300,000 ",Multi Tenant,,,,6/3/2019,Daniel Gauvin Enterprises Inc.,"Daniel Gauvin, President","Daniel Gauvin, President",Toronto Christ Gospel Church  - User,"Yiqun Zhang and Hui Liu, ASOs","1059 McNicoll Avenue, Toronto, Ontario",Subsequent - Demand Debenture,The Toronto-Dominion Bank,,,The Toronto-Dominion Bank prime rate + 5.0% per annum,"$660,000.00 ",Monthly,Monthly,,,,6/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 1, 4671 Palladium Way",Burlington,"$1,491,048 ",Multi Tenant,,,Flex Office,5/31/2019,Chamberlain Architect Services Limited (1811087 Ontario Ltd.),"Linnea Chamberlain, President","C/O 4671 Palladium Way, Unit 1, Burlington, Ontario, L7L 0W9",Igloo Creative Enterprise Incorporated  - User,"Linnea Chamberlain, ASO","C/O 4671 Palladium Way, Unit 1, Burlington, Ontario, L7L 0W9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 1, 7 Sun Pac Boulevard
Unit 2, 7 Sun Pac Boulevard
Unit 3, 7 Sun Pac Boulevard
Unit 4, 7 Sun Pac Boulevard
Unit 5, 7 Sun Pac Boulevard
Unit 4, 15 Sun Pac Boulevard",Brampton,"$2,400,000 ",Multi Tenant,,,Flex Office,5/30/2019,Michelin Construction Group Inc (494518 Ontario Limited),"Steven Pietrobon, ASO","117 Planchet Road, Unit 3, Concord, Ontario, L4K 2C6",RED FM 93.1 (Asian Holdings Inc.)  - Private Investor - Canadian,"Kulwinder Sanghera, ASO","8383A 128th Street, Unit 201, Surrey, British Columbia, V3W 4G1",Subsequent,Vancity Community Investment Bank,,,Vancity Community Investment Bank's floating rate,"$2,000,000.00 ",,,,,,5/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,44 Main Street East,Milton,"$3,100,000 ",Single Tenant,,,,5/24/2019,Tandia Financial Credit Union Limited,"Richard Davies and Sarnjit Nijjar, ASO","Richard Davies and Sarnjit Nijjar, ASO",Durland Properties Inc.  - Private Investor - Canadian,"Dennis Durante, ASO","401 Wheelabrator Way, Milton, Ontario, L9T 3K1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 1, 50 Charles Street East
Unit 2, 50 Charles Street East
Unit 3, 50 Charles Street East",Old Toronto,"$1,050,000 ",Multi Tenant,,,Flex Office,5/17/2019,Cresford Developments (50 Charles Street Limited),"Daniel C. Casey, President", 50 Charles Street East    -   2013-12-17,Toronto Standard Condominium Corporation No. 2662  - Private Investor - Canadian,"James Macdonald and Michael Mengnan Ye, ASOs","c/o CresPro Management Office, 50 Charles Street East, Toronto, Ontario, M4Y 0C3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,320 Bay Street,Old Toronto,"$7,626,852 ",Multi Tenant,,,,5/15/2019,Greyston Managed Investments (320 Bay Equities Inc.),"Connie C. Ashton and Greg S. Vahorski, Directors", 320 Bay Street    -   2001-11-30,Greystone Managed Investments (10768634 Canada Inc. (as to an undivided 8.512% interest))  - Public Investor - Foreign,"Connie C. Ashton and Jeff D. Tripp, ASOs","300 Park Centre, 1230 Blackfoot Drive, Regina, Saskatchewan, S4S 7G4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,155 Lesmill Road,North York,"$7,900,000 ",Multi Tenant,,,,5/13/2019,CDSPI,"Margaret Rutherford and Ed Dermit, Vice President, CFO and President", 155 Lesmill Road    -   2000-01-31,Ontario Public Service Employees Union  - Private Investor - Canadian,"Eduardo Almeida and Maurice Gabay, ASOs","100 Lesmill Road, Toronto, Ontario, M3B 3P8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"5520 Explorer Drive
5550 Explorer Drive
5560 Explorer Drive
5570 Explorer Drive
5580 Explorer Drive
5600 Explorer Drive
5500 Explorer Drive",Mississauga,"$163,351,509 ",Multi Tenant,,,Flex Office,5/9/2019,Hospitals of Ontario Pension Plan (HOOPP Realty Inc.),"Stephen Taylor and Nicholas Macrae, President and Vice President", 5520 Explorer Drive    -   2000-05-08,Fiera Properties (Fiera Properties Core Fund GP Inc.)  - Private Investor - Canadian,"Blair McCreadie, ASO","1 Adelaide Street East, Suite 2410, Toronto, Ontario, M5C 2V9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,64 Prince Andrew Place,North York,"$4,600,000 ",Multi Tenant,,,Flex Office,5/9/2019,1942281 Ontario Inc.,"Rick Felton, President", 64 Prince Andrew Place    -   2010-06-30,Golden Age Development Inc.  - Private Investor - Canadian,"Bo Wu, President","2405 Lake Shore Boulevard West, Suite 308, Toronto, Ontario, M8V 1C5",VTB,Vendor Financed,,,4.0% per annum,"$1,500,000.00 ",Semi-annually,Monthly,"$27,602.50 ",6/9/2019,5/9/2022,5/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,135 George Street,Old Toronto,"$1,350,000 ",Single Tenant,,,Flex Office,5/8/2019,An individual(s) acting in his/her own capacity,,"Cecilia Williams, ASO",Allied Properties REIT (135 George Street Inc.)  - Public Investor - Canadian,"Cecilia Williams, ASO","c/o Allied Properties, 134 Peter Street, Suite 1700, Toronto, Ontario, M5V 2H2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 1, 185 Carlton Street",Old Toronto,"$2,850,000 ",Multi Tenant,,,,5/7/2019,612534 Ontario Limited,"Paul Johnston, President","63 Sydenham Street, Dundas, Ontario, L9H 2V1",Native Child and Family Services of Toronto  - User,"Jeffrey Schiffer, ASO","30 College Street, Toronto, Ontario, M5G 1K2",Subsequent - Demand Debenture,Royal Bank of Canada,,,Royal Bank of Canada prime rate + 5.0% per annum,"$1,000,000.00 ",Monthly,,,,,5/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 201, 2828 Bathurst Street
Unit 202, 2828 Bathurst Street
Unit 203, 2828 Bathurst Street
Unit 204, 2828 Bathurst Street
Unit 205, 2828 Bathurst Street",Old Toronto,"$1,838,578 ",Multi Tenant,,,Flex Office,5/6/2019,Gold Seal Management (2828 Bathurst Developments Limited),"Shmuel Zimmerman and Neil Sigler, President and Secretary","Shmuel Zimmerman and Neil Sigler, President and Secretary",Altree Developments Inc.  - Developer,"Abraham Zev Mendelbaum, ASO","2828 Bathurst Street, Unit 300, Toronto, Ontario, M6B 3A7",Subsequent - Demand Debenture,Canadian Imperial Bank of Commerce,,,Canadian Imperial Bank of Commerce's Prime Rate plus 5.00%,"$1,779,578.00 ",Monthly,Monthly,,,,5/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 803, 130 Queens Quay East",Old Toronto,"$1,165,000 ",Multi Tenant,,,,5/2/2019,1393334 Ontario Limited,"Barry Fletcher, Director","Barry Fletcher, Director",BL Law (2689623 Ontario Inc.)  - User,"Christopher Bialkowski, ASO","80 Richmond Street West, Suite 300, Toronto, Ontario, M5C 1P1",Subsequent,The Bank of Nova Scotia,,,Prime interest rate plus 6% per annum,"$1,165,000.00 ",,,,,,5/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,741 Broadview Avenue,Old Toronto,"$6,450,000 ",Multi Tenant,,,,5/2/2019,Planrite Developments Inc.,"Ed Brown, Secretary and Treasurer","Ed Brown, Secretary and Treasurer",2676184 Ontario Inc.  - Private Investor - Canadian,"Gil Shcolyar, ASO","18 Erica Road, Thornhill, Ontario, L4J 2G1",Subsequent,Duca Financial Services Credit Union Ltd.,,,4.75% per annum,"$4,515,000.00 ",Semi-annually,Monthly,"$25,620.63 ",6/2/2019,5/2/2022,5/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,128 Thirtieth Street,Etobicoke,"$3,100,000 ",Single Tenant,,,,5/2/2019,1909861 Ontario Inc.,"Carlos Amorim, ASO","Carlos Amorim, ASO",2683908 Ontario Inc.  - User,"Michelle Kam, Director","128 Thirtieth St, Etobicoke",Subsequent - Demand Debenture,Bank of Montreal,,,Bank of Montreal prime rate + 5.0% per annum,"$2,170,000.00 ",Monthly,,,,,5/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,1220 Yonge Street,Old Toronto,"$11,000,000 ",Multi Tenant,,,,4/30/2019,1220 Rosedale Inc.,"Michael Corno and Carlo Mastrogiuseppe, ASOs", 1220 Yonge Street    -   2011-07-19,History Hill Group (Connine Tower Buildings Inc.)  - Private Investor - Canadian,"Renzo Belluz and Angelo Baldassarra, ASOs","191 Caribou Road, Toronto, Ontario, M5N 2B5",Subsequent,First National Financial GP Corporation,,,3.73% per annum,"$4,000,000.00 ",Semi-annually,Monthly,"$20,460.00 ",6/1/2019,5/1/2024,4/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,298 Markham Street,Old Toronto,"$4,500,000 ",Multi Tenant,,,,4/30/2019,The Element Group Inc.,"Olga Mihajlovich, President and Secretary","55 Northern Dancer Blvd., Toronto, Ontario, M4L 3Z8",298 Markham Street Inc.  - Private Investor - Canadian,"Lorne Gertner, ASO","850A Adelaide Street West, Toronto, Ontario, M6J 2S1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,6 Brentcliffe Road,East York,"$2,415,000 ",Multi Tenant,,,,4/30/2019,Syldev Investments Limited,"Sylvia Whiteside, Director and President", 6 Brentcliffe Road    -   2007-03-01,Jones and Maverick Inc.  - Private Investor - Canadian,"Meryl Clinton, ASO","90 Sumach Street, Suite 621, Toronto, ON, M5A 4R4",Subsequent - Demand Debenture,Business Development Bank of Canada,,,Business Development Bank of Canada prime rate + 10.0% per annum,"$2,280,000.00 ",Monthly,Monthly,,,,4/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 621, 130 Queens Quay East",Old Toronto,"$1,350,000 ",Multi Tenant,,,,4/30/2019,An individual(s) acting in his/her own capacity,," Unit 621, 130 Queens Quay East    -   2018-11-01",951894 Ontario Limited  - User,"Jason Patton, ASO","130 Queens Quay East, Suite 621, Toronto, Ontario, M5A 0P6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,2440 Winston Park Drive,Oakville,"$25,500,000 ",Single Tenant,,,Flex Office,4/26/2019,Cooper Construction Limited (2440 WPD Limited),"John Goldspink, Chief Financial Officer", 2440 Winston Park Drive    -   2016-03-22,2685164 Ontario Inc.  - Private Investor - Canadian,"John Haag, ASO","1440 Don Mills Road, Suite 105, Toronto, Ontario, M3B 3M1",Subsequent,Arno International S.A.R.L.,,,5.00%,"$15,000,000.00 ",Quarterly,Quarterly,"$187,500 ",6/30/2019,4/27/2024,4/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,155 Deerhide Crescent,North York,"$4,490,000 ",Single Tenant,,,Flex Office,4/25/2019,Christian Horizons Foundation,"Angelica DeVos and Herb Zylstra, ASOs",155 Deerhide Crescent,Robely Corporation Canada Inc.  - Private Investor - Canadian,"Ely Gabay, ASO","20 Barnes Court, Building H, Concord, Ontario, L4K 4L4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,12295 Highway No. 50,Caledon,"$6,200,000 ",Multi Tenant,,,Flex Office,4/17/2019,PMB Holdings Limited,"Elena Bifolchi and Anna Bifolchi, Secretary and Treasurer","Box 395, 12295 Highway 50, Unit 6, Bolton, Ontario, L7E 5T3",Bolton Medical Centre Inc.  - Private Investor - Canadian,"Vince Capobianco, President","237 Grand Vellore Crescent, Woodbridge, Ontario, L4H 0N9",Subsequent,The Toronto-Dominion Bank,,,3.78%,"$4,000,000.00 ",Semi-annually,Monthly,"$26,547.95 ",5/17/2019,4/17/2029,4/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,140 Allstate Parkway,Markham,"$17,000,000 ",Multi Tenant,,,Flex Office,4/17/2019,Dorsay Realty Corporation (DIV (140 Allstate) Limited),"Geoffrey Grayhurst and Ayres Gonsalves, ASOs", 140 Allstate Parkway    -   2014-06-17,Davpart Inc. (140 Allstate Parkway Holdings Ltd.)  - Private Investor - Canadian,"David Hofstedter, President","4576 Yonge Street, Suite 700, Toronto, Ontario, M2N 6N4",Subsequent,Royal Bank of Canada,,,18%,"$13,500,000.00 ",Semi-annually,Monthly,"$197,961.28 ",6/1/2091,5/1/2024,4/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"7030 Woodbine Avenue
7050 Woodbine Avenue
7100 Woodbine Avenue
55 Idema Road
85 Idema Road",Markham,"$21,160,000 ",Multi Tenant,,,Flex Office,4/12/2019,Slate Asset Management (GTA Office Inc.),"Scott Antoniak, ASO"," 7030, 7050 & 7100 Woodbine Avenue; 55 & 85 Idema Road    -   2013-05-15",Wafra Inc. (RV Canada II Siren Investments Inc. (as to an undivided 25% interest))  - Private Investor - Foreign,"Edward J. Ryan, ASO","c/o Wafra Inc., 345 Park Avenue, 41st Floor, New York, New York, 10154",Subsequent,"Wells Fargo Bank, N.A., Canadian Branch",,,The Monthly CDOR Rate plus 1.75%,"$63,750,000.00 ",Daily,,,5/1/2019,4/12/2023,4/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"2655 North Sheridan Way
2695 North Sheridan Way",Mississauga,"$9,750,000 ",Multi Tenant,,,,4/12/2019,Slate Asset Management (2655 & 2695 North Sheridan Way Inc.),"Scott Antoniak, ASOs", The Promontory    -   2013-08-14,Wafra Inc. (RV Canada II Siren Investments Inc. (as to an undivided 25% interest))  - Private Investor - Foreign,"Edward J. Ryan, ASO","c/o Wafra Inc., 345 Park Avenue, 41st Floor, New York, New York, 10154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"185 The West Mall
191 The West Mall
195 The West Mall",Etobicoke,"$42,290,000 ",Multi Tenant,,,,4/12/2019,Slate Asset Management (GTA Office West Inc.),"Scott Antoniak, ASO", West Metro Corporate Centre    -   2004-12-15,Wafra Inc. (RV Canada II Siren Investments Inc. (as to an undivided 25% interest))  - Private Investor - Foreign,"Edward J. Ryan, ASO","c/o Wafra Inc., 345 Park Avenue, 41st Floor, New York, New York, 10154",Subsequent,"Wells Fargo Bank, N.A., Canadian Branch",,,1.75% per annum,"$135,000,000.00 ",Daily,Monthly,,5/1/2019,4/12/2023,4/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,4211 Yonge Street,North York,"$13,455,000 ",Multi Tenant,,,,4/12/2019,Slate Asset Management (4211 Yonge Street Inc.),"Scott Antoniak, ASO", 4211 Yonge Street    -   2002-08-08,Wafra Inc. (RV Canada II Siren Investments Inc. (as to an undivided 25% interest))  - Private Investor - Foreign,"Edward J. Ryan, ASO","c/o Wafra Inc., 345 Park Avenue, 41st Floor, New York, New York, 10154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"3000 Steeles Avenue East
3100 Steeles Avenue East",Markham,"$15,250,000 ",Multi Tenant,,,Flex Office,4/12/2019,Slate Asset Management (GTA Office Inc.),"Scott Antoniak, ASO", 3000 - 3100 Steeles Avenue East & 7065 Woodbine Avenue    -   2016-06-30,Wafra Inc. (RV Canada II Siren Investments Inc. (as to an undivided 25% interest))  - Private Investor - Foreign,"Edward J. Ryan, ASO","c/o Wafra Inc., 345 Park Avenue, 41st Floor, New York, New York, 10154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,2200 Trafalgar Road,Oakville,"$3,700,000 ",Multi Tenant,,,Medical Office Building,4/12/2019,An individual(s) acting in his/her own capacity,,"Harmeet Kuar, ASO",2637582 Ontario Inc.  - Private Investor - Canadian,"Harmeet Kuar, ASO","2200 Trafalgar Road, Oakville, Ontario, L6H 7H2",Subsequent - Demand Debenture,Shinhan Bank Canada,,,Shinhan Bank Canada Prime Rate plus 1.00%,"$2,450,000.00 ",Monthly,,,,,4/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"401 The West Mall
405 The West Mall",Etobicoke,"$29,887,500 ",Multi Tenant,,,,4/12/2019,Slate Asset Management (GTA Commerce West Inc.),"Scott Antoniak, ASO", Etobicoke Business Centre    -   2006-09-01,Wafra Inc. (RV Canada II Siren Investments Inc. (as to an undivided 25% interest))  - Private Investor - Foreign,"Edward J. Ryan, ASO","c/o Wafra Inc., 345 Park Avenue, 41st Floor, New York, New York, 10154",Subsequent,HSBC Bank Canada,,,HSBC Bank prime rate + 5.0% per annum,"$80,500,500.00 ",Monthly,Monthly,,,,4/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,300 King Street West,Oshawa,"$1,150,000 ",Multi Tenant,,,Medical Office Building,4/8/2019,Medical Pharmacies (Oshawa Medical Arts Building Limited),"Syd Shrott and Richard Savazlian, President and Treasurer","200-360 Bay Street, Toronto, Ontario, M5H 2V6",300 King West Ltd.  - Private Investor - Canadian,"Pesach Wolosow, ASO","3089 Bathurst Street, Suite 200, Toronto, Ontario, M6A 1A4",VTB,Vendor Financed,,,5.00%,"$900,000.00 ",,Monthly,"$3,750.00 ",5/8/2019,4/8/2021,4/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,3995 Bathurst Street,North York,"$9,000,000 ",Multi Tenant,,,,4/3/2019,Toronto Cheder,"Neil Zev Sigler and Ben Friedman, Treasurer and A.S.O.", 3989-3995 Bathurst Street    -   2001-08-03,Future Mothers Education Fund  - Private Investor - Canadian,"Bernard Heitner, ASO","133 McGillivray Ave, Toronto, Ontario, M5M 2Y6",Subsequent - Demand Debenture,The Toronto-Dominion Bank,,,The Toronto-Dominion Bank prime rate + 5.0% per annum,"$4,500,000.00 ",Monthly,Monthly,,,,4/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 209, 4000 Steeles Avenue West
Unit 211, 4000 Steeles Avenue West
Unit 215, 4000 Steeles Avenue West
Unit 214B, 4000 Steeles Avenue West
Unit 214, 4000 Steeles Avenue West
Unit 212, 4000 Steeles Avenue West",Vaughan,"$1,201,550 ",Multi Tenant,,,Flex Office,4/3/2019,622167 Ontario Limited,"Lia Cutrara, ASO","Unit 211, 4000 Steeles Avenue West",4000 Steeles Avenue West Inc.  - User,"David Pomer, ASO","4000 Steeles Avenue West, Suite 215, Woodbridge, Ontario, L4L 4V9",Subsequent - Demand Debenture,Business Development Bank of Canada,,,Business Development Bank of Canada's Base Rate plus 10.0%,"$900,000.00 ",Monthly,Monthly,,,,4/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 21, 81 Zenway Boulevard",Vaughan,"$1,160,000 ",Multi Tenant,,,Flex Office,4/3/2019,DreamWorld Event Planning Inc. (Aces Capital Inc.),"Daniel Seca, ASO","Unit 21, 81 Zenway Boulevard",2688285 Ontario Inc.  - Private Investor - Canadian,"Riccardo Di Mauro, ASO","100 Floral Parkway, Toronto, Ontario, M6L 2C5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,2391 Eglinton Avenue East,Scarborough,"$9,000,000 ",Multi Tenant,,,,4/1/2019,An individual(s) acting in his/her own capacity,,"Yong Jo, ASO",2474410 Ontario Corp.  - Private Investor - Canadian,"Yong Jo, ASO","171 Bentworth Avenue, Toronto, ON, M6A 1P6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 518, 130 Queens Quay East
Unit 520, 130 Queens Quay East",Old Toronto,"$1,725,000 ",Multi Tenant,,,,4/1/2019,1012689 Ontario Limited,"Athanasios Papadakos, President"," Units 518 & 520, 130 Queens Quay East    -   2018-11-07",2684519 Ontario Inc.  - Private Investor - Canadian,"John Nassar, ASO","2428 Hensall Street, Mississauga, ON, L5A 2T2",Subsequent - Demand Debenture,An individual(s) acting in his/her own capacity,,,Royal Bank prime rate + 5.0% per annum,"$1,200,000.00 ",,,,,,4/1/2019,,Subsequent - Demand Debenture,2006901 Ontario Inc.,,,Royal Bank prime rate + 5.0% per annum,"$543,504.06 ",,,,,,4/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,9160 Bayview Avenue,Richmond Hill,"$8,100,000 ",Multi Tenant,,,Medical Office Building,4/1/2019,Ontario Superior Court of Justice,,"333 University Avenue, Toronto, Ontario, M5G 1Z5",9160 Bayview Inc.  - Private Investor - Canadian,"Yevgeniy Kim, ASO","2499 Rutherford Road, Unit 12, Concord, Ontario, L4K 0J9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,20 Stavebank Road North,Mississauga,"$2,225,000 ",Multi Tenant,,,,3/29/2019,Newhouse Rusin Properties Corp.,"Jeffrey Newhouse and Sebastian Rusin, Directors","Jeffrey Newhouse and Sebastian Rusin, Directors",Mucio Holdings Ltd.  - Private Investor - Canadian,"Salvatore Mucio, ASO","19 Scarlett Road, Toronto, Ontario, M6N 4J5",Subsequent,Royal Bank of Canada,,,18% per annum,"$780,000.00 ",Semi-annually,Monthly,"$11,437.76 ",5/1/2019,4/1/2023,3/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,350 Main Street East,Milton,"$1,600,000 ",Multi Tenant,,,Flex Office,3/29/2019,An individual(s) acting in his/her own capacity,,"Loukas Papaconstantinou, ASO",350 Main Street East Inc.  - User,"Loukas Papaconstantinou, ASO","350 Main Street East, Milton, Ontario, L9T 1P6",Subsequent - Demand Debenture,Bank of Montreal,,,Bank of Montreal's Prime Rate plus 5.00%,"$1,600,000.00 ",,,,,,3/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"4307 Village Centre Court
4311 Village Centre Court",Mississauga,"$1,900,000 ",Single Tenant,,,,3/29/2019,An individual(s) acting in his/her own capacity,, 4307 Village Centre Court    -   2018-08-31,LLEB Inc.  - Private Investor - Canadian,"Brian Jutlah, ASO","1408 Victor Avenue, Mississauga, Ontario, L5G 3A3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"Unit 206, 80 Sherbourne Street",Old Toronto,"$1,350,000 ",Multi Tenant,,,,3/29/2019,An individual acting in his/her own capacity,,"Daniel Buchler, ASO",Nelson Incorporated  - Private Investor - Canadian,"Daniel Buchler, ASO","101 Chaplin Crescent, Toronto, ON, M5R 1A4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office,"201 Gerrard Street East
203 Gerrard Street East",Old Toronto,"$3,150,000 ",Single Tenant,,,,3/28/2019,"Henterprises Limited
2074051 Ontario Limited","Gordon Stuart Henderson, President","130 Queens Quay E, #1118 & 1116, Toronto, Ontario, M5A 0P6",Wellesley Institute  - User,"Kwame McKenzie and Matthew Cohen, ASOs","201 & 203 Gerrard St E, Toronto, Ontario, M5A 2E7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
